101 8638.618336059682
103 8193.68692101817
105 8074.241949920414
107 7452.061076107037
109 7332.704288819616
111 6769.694751740528
113 6620.7082041807935
115 6027.936631113894
117 5938.165512193616
119 5582.25565368454
121 5315.014616466562
123 5136.530584350018
125 5253.903235904921
127 4986.662198686942
129 4541.863059360931
130 4126.737772212399
133 4096.137990026411
135 3799.267192536121
137 3650.3688287867217
138 3412.801643746224
141 3500.4122593133134
143 3144.3701250887343
145 3025.1456135168137
147 2964.960162963682
149 2638.5477890114144
151 2607.8157311099258
153 2429.508066614051
155 2280.5215190543167
157 2309.1812574129526
159 2189.868562030695
